X-axis,Y-axis
103.67,0.0
102.6610906864386,14.428075376529984
99.65400001792553,28.575324677548302
94.70725759380844,42.16638778766821
87.91714612853669,54.93673012305635
79.41582741814445,66.63779149620352
69.36876996122284,77.04182405724146
57.97152830281233,85.94632514678116
45.44593678762366,93.17797877983465
32.0357918068508,98.59602904431857
18.002106578730675,102.0950197547756
3.618030823148287,103.60684703706966
-10.836465786957621,103.1020848928289
-25.080042916817536,100.59055794303255
-38.83546553942758,96.12115020293885
-51.83499999999998,89.78085361033276
-63.825625147010996,81.69307482640887
-74.57395710110796,72.01523326548424
-83.87079180685083,60.935697105160656
-91.53517695168499,48.67011691401325
-97.41793399687515,35.45722825857201
-101.40456176807365,21.554204987077018
-103.41746509043598,7.231653633053355
-103.41746509043598,-7.231653633053606
-101.4045617680736,-21.554204987077263
-97.41793399687506,-35.45722825857224
-91.53517695168487,-48.67011691401347
-83.87079180685068,-60.93569710516086
-74.5739571011078,-72.01523326548443
-63.82562514701083,-81.693074826409
-51.8349999999998,-89.78085361033287
-38.83546553942737,-96.12115020293895
-25.08004291681729,-100.59055794303262
-10.83646578695735,-103.10208489282893
3.618030823148584,-103.60684703706964
18.00210657873099,-102.09501975477555
32.03579180685113,-98.59602904431847
45.44593678762399,-93.17797877983449
57.971528302812644,-85.94632514678096
69.36876996122314,-77.04182405724119
79.41582741814473,-66.6377914962032
87.91714612853693,-54.93673012305599
94.70725759380863,-42.16638778766778
99.65400001792565,-28.575324677547837
102.66109068643867,-14.428075376529483
103.67,0.0
